name,label,isSeed,seedRank,linksSeed,publishedAtUnix,publishedAtSQL,channelTitle,channelId,videoCategoryLabel,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,dislikeLikeRatio,favoriteCount,commentCount,thumb,language
QKGM6HDrn4I,Health Report: Hormone Disrupting Chemicals in Personal Products,yes,43,no,1551813732,2019-03-05 19:03:12,VOA Africa,UC_wEFPo0aHFIAhkB7SC7PVw,News & Politics,,en,99,2,,,0,0,https://i.ytimg.com/vi/QKGM6HDrn4I/mqdefault.jpg,EN
FkV2XDUBqOg,Plastic  Endocrine Disruptors  and Human Health,yes,44,yes,1626226399,2021-07-14 01:07:19,Footprint,UCEmCqAoRJQmaUOiD4YmNp9A,Science & Technology,,,1156,54,,,0,5,https://i.ytimg.com/vi/FkV2XDUBqOg/mqdefault.jpg,EN
2pKCl1PkxK8,Endocrine disruptors,yes,45,yes,1499245608,2017-07-05 09:07:48,AFP News Agency,UC86dbj-lbDks_hZ5gRKL49Q,News & Politics,,en,225,2,,,0,0,https://i.ytimg.com/vi/2pKCl1PkxK8/mqdefault.jpg,EN
DSBFS6IIiUo,Establishing best practices for Endocrine Disruption assessment,yes,46,no,1643659147,2022-01-31 19:01:07,EFSAchannel,UCTURPCB375YunOtddm-JB6A,Science & Technology,,en,1011,,,,0,1,https://i.ytimg.com/vi/DSBFS6IIiUo/mqdefault.jpg,EN
-m9sMYhe_FI,Endocrine Disruptors,yes,47,yes,1382996005,2013-10-28 21:10:25,Indoor Air Quality Association,UCGBK7T-q97a7Bd2rSYxO_lA,Film & Animation,,,5592,37,,,0,2,https://i.ytimg.com/vi/-m9sMYhe_FI/mqdefault.jpg,EN
45Ov31O9Yp4,ESE Talks... Endocrine Disrupting Chemicals (Part 1),yes,48,no,1686830855,2023-06-15 12:06:35,European Society of Endocrinology,UCusj1KKStUyFLV_SH5HvArQ,Science & Technology,,es-ES,125,4,,,0,1,https://i.ytimg.com/vi/45Ov31O9Yp4/mqdefault.jpg,EN
JYwjKK9rYQ8,HHS Endocrine Disrupting Chemicals and Women s Health Symposium | 7.18.23 | Day 1 Pt. 2,yes,49,no,1690481707,2023-07-27 18:07:07,U.S. Department of Health and Human Services,UC1ZRVOl5MFHIXU4zZr-Oglg,Education,,en-US,114,1,,,0,,https://i.ytimg.com/vi/JYwjKK9rYQ8/mqdefault.jpg,EN
rG4_lG854Xw,Norwex: EDCs (Endocrine-Disrupting Chemicals),yes,50,yes,1466956704,2016-06-26 15:06:24,Norwex,UCW5yzhF0ByXjX5_RQTQVUSg,People & Blogs,,,27476,315,,,0,3,https://i.ytimg.com/vi/rG4_lG854Xw/mqdefault.jpg,EN
esSfDjp1jkg,Comment fonctionnent les perturbateurs endocriniens ?,yes,1,yes,1499872881,2017-07-12 15:07:21,Le Monde,UCYpRDnhk5H8h16jpS84uqsA,People & Blogs,,fr,48147,655,,,0,30,https://i.ytimg.com/vi/esSfDjp1jkg/mqdefault.jpg,FR
ypc_FOApBPM,C est quoi un perturbateur endocrinien ?,yes,2,yes,1536144504,2018-09-05 10:09:24,Brut,UCSKdvgqdnj72_SLggp7BDTg,News & Politics,,fr,29566,748,,,0,43,https://i.ytimg.com/vi/ypc_FOApBPM/mqdefault.jpg,FR
Hqsz5xxhEm4,Envoyé spécial. Perturbateurs endocriniens  nos vies empoisonnées - 3 mai 2018 (France 2),yes,3,no,1530464401,2018-07-01 17:07:01,Envoyé Spécial,UCCauEjHzPXxGer8af3u4x5g,News & Politics,,fr,154485,1631,,,0,257,https://i.ytimg.com/vi/Hqsz5xxhEm4/mqdefault.jpg,FR
EPuEUXNACvY,Perturbateurs endocriniens : comment les limiter à la maison ?,yes,4,yes,1600060500,2020-09-14 05:09:00,Doctissimo,UCGexSARr1S9mRfn2G72xPLQ,Howto & Style,fr,fr,9276,363,,,0,12,https://i.ytimg.com/vi/EPuEUXNACvY/mqdefault.jpg,FR
Q61kbu0Hi-w,Réduire les perturbateurs endocriniens - 5 changements faciles,yes,5,yes,1674030545,2023-01-18 08:01:05,Cynthia Kå,UCkzCtxJAklNTXCAxsuyBR9Q,People & Blogs,fr,fr-FR,72054,5207,,,0,98,https://i.ytimg.com/vi/Q61kbu0Hi-w/mqdefault.jpg,FR
wTTqQX8XGq4,2 minutes tout compris - Les perturbateurs endocriniens,yes,6,yes,1481638035,2016-12-13 14:12:15,eSET Bourgogne-Franche-Comté,UC4zfu_rR-S-S1Da6a2dkjPA,Education,,fr,42709,502,,,0,12,https://i.ytimg.com/vi/wTTqQX8XGq4/mqdefault.jpg,FR
oaXonFgON9g,🤔Les Perturbateurs Endocriniens (Je ne Veux pas Vous Faire Flipper Mais...),yes,7,yes,1541671207,2018-11-08 10:11:07,Dr Jean-Michel Cohen,UCOW2nWK-35Wdu-e0HTvHXXA,Howto & Style,fr,fr,7680,457,,,0,37,https://i.ytimg.com/vi/oaXonFgON9g/mqdefault.jpg,FR
lUACC_M7xIs,Perturbateurs endocriniens: comment les éviter ?,yes,8,yes,1652456091,2022-05-13 15:05:51,Fertil-In,UCXr-zHpWhCfNckc7V7bVpcg,Howto & Style,fr,fr,3547,103,,,0,18,https://i.ytimg.com/vi/lUACC_M7xIs/mqdefault.jpg,FR
Msd4GsDTAGs,Perturbateurs Endocriniens : 5 Conseils pour les Éviter ❗,yes,9,yes,1595779206,2020-07-26 16:07:06,Guillaume Feelgood,UCFvzFLTCf8LpHiyBTL5R-JA,People & Blogs,,fr,2284,206,,,0,55,https://i.ytimg.com/vi/Msd4GsDTAGs/mqdefault.jpg,FR
0gcVqHjgoh0,Quels sont les dangers des perturbateurs endocriniens ?,yes,10,yes,1598592601,2020-08-28 05:08:01,Doctissimo,UCGexSARr1S9mRfn2G72xPLQ,Howto & Style,fr,fr,3752,164,,,0,5,https://i.ytimg.com/vi/0gcVqHjgoh0/mqdefault.jpg,FR
hFUT5PErnco,Les perturbateurs endocriniens  c’est quoi ?,yes,11,yes,1509874201,2017-11-05 09:11:01,Nouvo,UCN24XiX1e8fTJEfanFRWeaw,Science & Technology,fr,fr,3389,50,,,0,1,https://i.ytimg.com/vi/hFUT5PErnco/mqdefault.jpg,FR
H_GmYBRMqys,Perturbateurs endocriniens : protéger mon bébé - La Maison des Maternelles #LMDM,yes,12,yes,1515666253,2018-01-11 10:01:13,La Maison des Maternelles,UCIPYAUOsPwGooCilzojYvIA,Entertainment,,,17499,164,,,0,,https://i.ytimg.com/vi/H_GmYBRMqys/mqdefault.jpg,FR
